node_id,day,tilt_deg,displacement_mm,strain_microstrain,vibration_mms,risk_score_reference,status_reference,tilt_deg_slope,tilt_deg_accel,tilt_deg_std,tilt_deg_anomaly_score,displacement_mm_slope,displacement_mm_accel,displacement_mm_std,displacement_mm_anomaly_score,strain_microstrain_slope,strain_microstrain_accel,strain_microstrain_std,strain_microstrain_anomaly_score,vibration_mms_slope,vibration_mms_accel,vibration_mms_std,vibration_mms_anomaly_score,predicted_risk_score,predicted_risk_band
Node01,1,0.217,1.713,27.74,1.066,18.2,NORMAL,0.0,0.0,0.0,0.04656993377799725,0.0,0.0,0.0,0.06583626536685011,0.0,0.0,0.0,0.04545731231238384,0.0,0.0,0.0,0.05540019361165387,19.45206788289887,NORMAL
Node01,2,0.439,1.669,25.47,1.122,18.6,NORMAL,0.222,0.222,0.15697770542341355,0.33253945868025053,-0.04400000000000004,-0.04400000000000004,0.03111269837220812,0.0994739289549004,-2.2699999999999996,-2.2699999999999996,1.6051323932934625,0.32908789653874837,0.05600000000000005,0.05600000000000005,0.039597979746446695,0.6252984413647505,41.95787367577667,WATCH
Node01,3,0.211,1.592,30.17,0.969,18.2,NORMAL,-0.0030000000000000027,-0.225,0.1299384469662463,0.10674071708738439,-0.0605,-0.01649999999999996,0.061245407991130235,0.02832023808968664,1.2150000000000016,3.485000000000001,2.350453856882398,0.1330596346982099,-0.04850000000000004,-0.10450000000000009,0.07741016298480029,0.5580762320574195,28.832185988670595,WATCH
Node01,4,0.316,1.492,28.09,1.071,18.2,NORMAL,0.006900000000000001,0.009900000000000003,0.10694975455792315,0.007583418709439222,-0.07400000000000002,-0.013500000000000026,0.0969002923972197,0.01857019381091485,0.5750000000000007,-0.6400000000000009,1.924861466876687,0.02201176305624438,-0.013800000000000045,0.034699999999999995,0.0638905313798532,0.04121178740689041,16.674744042944724,NORMAL
Node01,5,0.237,1.527,25.81,1.109,17.3,NORMAL,-0.008300000000000002,-0.015200000000000002,0.09627564593395362,0.008995245392310903,-0.05490000000000004,0.019099999999999985,0.09297472774899643,0.016041146277348844,-0.12399999999999985,-0.6990000000000006,1.9040693264689719,0.031024983874522526,0.0034999999999999697,0.017300000000000013,0.06001916360630164,0.04051319923784919,16.877933494980493,NORMAL
Node01,6,0.318,1.678,28.48,1.078,18.8,NORMAL,0.00011428571428571359,0.008414285714285716,0.0872230856291307,0.008282403866660966,-0.02002857142857146,0.03487142857142858,0.0892533846230308,0.03276224200932023,0.07542857142857165,0.1994285714285715,1.7536096106792611,0.009008253947309251,0.0035142857142857046,1.4285714285734892e-05,0.05385690918226435,0.014343722472702868,16.319991878481257,NORMAL
Node01,7,0.42,1.431,27.34,1.056,18.2,NORMAL,0.014035714285714282,0.013921428571428567,0.09362997078164358,0.011025215028052508,-0.03189285714285716,-0.011864285714285699,0.10634848376916337,0.014837201215198848,0.016428571428571587,-0.059000000000000066,1.6044818181462537,0.009412491575702116,0.0007857142857142825,-0.0027285714285714222,0.049415632768434366,0.011930943209280733,15.988571570137047,NORMAL
Node01,8,0.362,1.538,28.32,0.9,18.0,NORMAL,0.006749999999999998,-0.007285714285714283,0.08577878525602936,0.01101313236086367,-0.01889285714285715,0.013000000000000012,0.0909761873605762,0.013157089824558536,0.11714285714285719,0.1007142857142856,1.6285722639931035,0.008844991843693585,-0.01732142857142857,-0.018107142857142853,0.08030952028009537,0.007429980684296301,15.880702579712857,NORMAL
Node01,9,0.198,1.042,27.71,0.894,15.6,NORMAL,0.008428571428571428,0.0016785714285714294,0.08257492989775436,0.01651676889481091,-0.059071428571428566,-0.04017857142857142,0.20461171125073063,0.05221796638017575,-0.19250000000000003,-0.3096428571428572,1.3143240160050418,0.013743760281794628,-0.02214285714285713,-0.00482142857142856,0.08896815909826016,0.004664562872066465,16.940748456201025,NORMAL
Node01,10,0.507,1.28,23.94,0.898,16.6,NORMAL,0.01925,0.010821428571428572,0.10530658189532215,0.040540167408239174,-0.06235714285714284,-0.0032857142857142738,0.20792500937551864,0.013730499063220556,-0.31464285714285684,-0.1221428571428568,1.6559129261671999,0.04278290529838976,-0.040249999999999994,-0.018107142857142863,0.09812989447908414,0.01956720986027835,17.665993384831022,NORMAL
Node01,11,0.556,1.537,29.45,0.933,19.5,NORMAL,0.03975000000000001,0.020500000000000008,0.13285133115808886,0.07629967070202895,-0.041249999999999995,0.021107142857142845,0.2109484252020813,0.011861615570598234,0.07892857142857158,0.3935714285714284,1.8589577212846473,0.013731754440202557,-0.03749999999999999,0.0027500000000000024,0.09551688955612087,0.011619250429843792,17.696006114982623,NORMAL
Node01,12,0.193,1.788,33.67,1.115,20.3,NORMAL,0.0015000000000000094,-0.03825,0.1410442348714622,0.01831434259778981,0.010142857142857144,0.05139285714285714,0.24976779692536902,0.07182781594490903,0.550357142857143,0.4714285714285714,2.89763614660213,0.07717051700048627,-0.004892857142857151,0.03260714285714284,0.0968727687915099,0.030245567124177246,19.346835989418615,NORMAL
Node01,13,0.249,1.789,33.9,0.824,19.7,NORMAL,-0.017607142857142852,-0.01910714285714286,0.14714392047697156,0.012301163779496038,0.07389285714285712,0.06374999999999997,0.26799058263482384,0.12412473599935052,1.147142857142857,0.596785714285714,3.5649777932922198,0.23373142669748745,-0.008107142857142868,-0.0032142857142857173,0.10233721103247227,0.01061923509398051,24.04687694459753,NORMAL
Node01,14,0.094,1.64,29.35,1.062,17.8,NORMAL,-0.03628571428571429,-0.018678571428571437,0.17254067843348048,0.038376681827565574,0.0824285714285714,0.008535714285714285,0.2723923116179519,0.06434803388886669,0.9,-0.247142857142857,3.4708390641923756,0.03347077984342999,0.020107142857142855,0.028214285714285723,0.10343412902721735,0.027272584515976153,18.5472314453275,NORMAL
Node01,15,0.0,1.674,28.11,1.088,17.2,NORMAL,-0.06167857142857144,-0.025392857142857148,0.20500383271678468,0.12446331652082747,0.10242857142857141,0.020000000000000004,0.2789699591268531,0.08631250236966855,0.5882142857142856,-0.31178571428571444,3.4833925718362275,0.025673951465910436,0.028607142857142862,0.008500000000000008,0.11326643683936437,0.050266989003306214,21.303545118809428,NORMAL
Node01,16,0.107,1.902,33.06,0.815,19.0,NORMAL,-0.08610714285714287,-0.02442857142857143,0.21210980983578162,0.11062153613357274,0.07114285714285713,-0.03128571428571428,0.20481687523481157,0.13046327679977715,0.7271428571428572,0.13892857142857162,3.622850758594345,0.09428637049632764,0.000285714285714282,-0.02832142857142858,0.1257476687277987,0.06906037666618622,23.878016053551598,NORMAL
Node01,17,0.429,1.347,28.0,0.694,17.0,NORMAL,-0.028642857142857154,0.05746428571428572,0.19752034253282805,0.08732383873876783,-0.016321428571428574,-0.0874642857142857,0.18476059155154323,0.05995298631937401,-0.4057142857142856,-1.1328571428571428,2.644336265627783,0.035021332200612834,-0.037607142857142874,-0.03789285714285716,0.16161476830207488,0.7138189690923072,28.49499467416782,WATCH
Node01,18,0.364,1.393,30.09,1.015,18.6,NORMAL,0.03164285714285714,0.06028571428571429,0.15356152792005834,0.03654202160418526,-0.06453571428571428,-0.04821428571428571,0.20831135122124056,0.02091318777780194,-0.6725000000000001,-0.2667857142857145,2.600933898209861,0.016276389603372642,-0.028821428571428585,0.008785714285714289,0.16455973007362637,0.13509853215513806,18.513781011049026,NORMAL
Node01,19,0.433,1.398,28.22,1.043,18.4,NORMAL,0.05432142857142857,0.02267857142857143,0.17560833042394577,0.045474793884195286,-0.0712142857142857,-0.006678571428571423,0.21648666515625434,0.0136515370145869,-0.5596428571428572,0.11285714285714288,2.438188242273739,0.008051671806105515,0.0060357142857142675,0.03485714285714285,0.1540571940794037,0.07819124860990813,17.65195845643897,NORMAL
Node01,20,0.357,1.221,24.77,1.005,16.3,NORMAL,0.0682857142857143,0.013964285714285728,0.18124332500024065,0.049484127078499585,-0.08278571428571427,-0.011571428571428566,0.23585992614665327,0.03576636345480187,-0.5889285714285718,-0.02928571428571458,2.5102323929601957,0.0239842969611701,-0.002178571428571458,-0.008214285714285726,0.14748300951376772,0.018735054631994794,17.87235198298405,NORMAL
Node01,21,0.345,1.488,32.93,1.013,19.6,NORMAL,0.05496428571428571,-0.013321428571428588,0.1684960081482786,0.026227543336341568,-0.06674999999999999,0.016035714285714278,0.22886677347312775,0.014232631687371797,-0.06785714285714306,0.5210714285714287,2.964542845990641,0.07234531901079157,0.017999999999999978,0.020178571428571435,0.14294371186556185,0.03542520124136522,18.267722729035953,NORMAL
Node01,22,0.402,1.618,30.4,0.8,18.8,NORMAL,0.02535714285714286,-0.02960714285714285,0.11189940210061979,0.02012164230059792,-0.026499999999999975,0.040250000000000015,0.22220411037302315,0.024689347668798843,-0.12285714285714329,-0.05500000000000023,2.936082586096814,0.010569462391018324,0.020821428571428578,0.0028214285714285997,0.13910239462524068,0.10701419303541428,17.671702768799722,NORMAL
Node01,23,0.444,1.321,29.24,1.014,18.5,NORMAL,0.0011785714285714316,-0.024178571428571428,0.040709189321799275,0.05582244730572374,0.016500000000000008,0.04299999999999998,0.1267438361420389,0.03186651231141243,0.3232142857142855,0.4460714285714288,2.5196409419182086,0.010467938436924408,0.017857142857142873,-0.002964285714285704,0.13624592610772762,0.015537090319001187,17.565666124622307,NORMAL
Node01,24,0.305,1.316,28.86,0.945,17.4,NORMAL,-0.003928571428571426,-0.005107142857142858,0.05001618785572375,0.01619455385893952,0.0004285714285714369,-0.01607142857142857,0.12933787424527168,0.016849034443357017,0.14214285714285704,-0.18107142857142847,2.478096427656096,0.005343539134815719,-0.016892857142857126,-0.03475,0.0832663540350225,0.015881438673695757,16.109751696351715,NORMAL
Node01,25,0.195,1.471,30.75,1.031,18.2,NORMAL,-0.025678571428571422,-0.021749999999999995,0.08603847422879517,0.019761348769670343,0.008642857142857159,0.008214285714285723,0.13259928894444128,0.011222800441873348,0.4314285714285715,0.2892857142857145,2.5289391715368192,0.015618454464772214,-0.005535714285714278,0.011357142857142847,0.08470874469953749,0.0055964685007505646,16.212024465252664,NORMAL
